,funding_total_usd,funding_rounds,time_between_first_last_funding,days_in_business,country_code_Other,country_code_USA,Industry_Group_Biotechnology,Industry_Group_Commerce and Shopping,Industry_Group_Community and Lifestyle,Industry_Group_Health Care,Industry_Group_Information Technology,Industry_Group_Internet Services,Industry_Group_Other,Industry_Group_Software
3958,4.84375,4.0,1.6602112676056338,0.5242669362992922,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3959,8.28905625,3.0,7.197183098591549,1.909504550050556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3960,-0.18229166666666666,0.0,0.0,-0.5540950455005056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3961,9.067708333333334,5.0,2.9190140845070425,0.1845298281092012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3962,-0.20621739583333334,0.0,0.0,-0.5540950455005056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3963,1.8783489583333333,4.0,2.984154929577465,-0.029828109201213347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3964,1.875,0.0,0.0,-0.8614762386248737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3965,0.14873822916666668,1.0,0.2112676056338028,0.07785642062689585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3966,-0.20416666666666666,0.0,0.0,-0.19312436804853386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3967,0.23958333333333334,1.0,0.3644366197183099,-0.5540950455005056,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3968,-0.13020833333333334,0.0,0.0,-0.3690596562184024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3969,3.6458333333333335,2.0,2.265845070422535,2.4004044489383216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3970,-0.052083333333333336,1.0,0.397887323943662,-0.756319514661274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3971,1.1875,2.0,2.0088028169014085,-0.1936299292214358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3972,-0.052083333333333336,1.0,0.7570422535211268,-0.27603640040444893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3973,-0.155,0.0,0.0,-0.20020222446916078,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3974,-0.05,0.0,0.0,-0.6461071789686552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3975,0.3645833333333333,0.0,0.0,2.954499494438827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3976,3.9583333333333335,0.0,0.0,-0.5075834175935288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,0.4166666666666667,1.0,0.5845070422535211,0.1845298281092012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3978,-0.19270833333333334,0.0,0.0,0.1845298281092012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3979,0.473871875,4.0,2.2482394366197185,0.3695652173913043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3980,-0.07399697916666667,0.0,0.0,-0.7841253791708797,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3981,-0.2029725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3982,-0.10416666666666667,0.0,0.0,0.10364004044489383,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,0.36222291666666667,0.0,0.0,-0.4378159757330637,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,49.270833333333336,0.0,0.0,-0.858948432760364,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3985,-0.18379072916666667,2.0,0.5774647887323944,-0.3690596562184024,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3986,-0.15707822916666667,0.0,0.0,0.5697674418604651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3987,-0.1821528125,1.0,0.0,-0.5540950455005056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3988,-0.20729166666666668,0.0,0.0,-0.1845298281092012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3989,0.13746666666666665,0.0,0.0,0.1845298281092012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3990,4.120766770833334,4.0,2.2306338028169015,-0.10869565217391304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3991,0.3125,0.0,0.0,-0.43023255813953487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3992,4.7117059375,4.0,2.257042253521127,2.4004044489383216,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
