,funding_total_usd,country_code,funding_rounds,time_between_first_last_funding,days_in_business,status,Industry_Group_Biotechnology,Industry_Group_Commerce and Shopping,Industry_Group_Community and Lifestyle,Industry_Group_Health Care,Industry_Group_Information Technology,Industry_Group_Internet Services,Industry_Group_Other,Industry_Group_Software
33739,24411767,Other,2,1738,5111,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33740,1000000,USA,1,0,4746,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33741,1195762,USA,1,0,944,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33742,20000000,USA,1,0,3285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33743,271951220,USA,3,1033,3650,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33744,750000,USA,1,0,1824,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33745,5285000,USA,3,1096,3104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33746,858500,USA,4,1093,2189,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33747,82600000,USA,5,2194,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33748,210000,Other,2,29,1235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33749,200000,USA,1,0,931,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33750,11809658,USA,3,1196,2934,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33751,5795201,USA,1,0,4076,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33752,10234400,Other,2,904,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33753,75000,USA,1,0,975,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33754,10351376,Other,1,0,1796,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33755,400000,USA,1,0,2920,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33756,51721320,Other,1,0,6207,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33757,1500000,Other,1,0,820,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33758,2573200,Other,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33759,4080255,USA,1,0,3285,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33760,120000,USA,1,0,778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33761,14470050,Other,1,0,3089,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33762,17800000,Other,1,0,3650,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33763,35000000,Other,1,0,1307,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33764,26000000,Other,1,0,1585,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33765,600000,USA,1,0,2920,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33766,45000000,Other,1,0,6572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33767,15300000,Other,1,0,1790,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33768,510000,USA,1,0,3400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33769,5954999,USA,2,1022,1765,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33770,119564,Other,1,0,2030,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33771,3500000,USA,1,0,1637,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33772,10000000,Other,1,0,1055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33773,1600000,USA,1,0,1185,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33774,1659006,Other,1,0,2329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33775,10700000,USA,1,0,1793,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33776,754000,Other,1,0,3474,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33777,470000000,Other,4,1310,3285,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33778,54000000,USA,1,0,4746,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33779,749999,USA,2,741,4381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33780,100000,Other,1,0,2220,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33781,6900000,USA,1,0,680,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33782,15750000,USA,2,1659,2554,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33783,5000000,USA,2,785,3355,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33784,700000,USA,2,48,1365,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33785,1778447,Other,1,0,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33786,12000,Other,2,166,2206,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33787,5000000,Other,1,0,5476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33788,4386221,USA,1,0,1824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33789,1100000,Other,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33790,275000000,Other,2,1565,2099,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33791,686000,USA,1,0,1450,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33792,70000000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33793,900000,Other,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33794,100000,USA,2,31,516,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33795,1300000,USA,1,0,3109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33796,6500000,Other,1,0,1638,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33797,4947000,USA,1,0,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33798,18508487,USA,4,2197,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33799,35314752,Other,7,2023,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33800,42150000,USA,3,1140,6572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33801,3200000,Other,1,0,1331,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33802,720595,USA,2,221,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33803,6119894,USA,3,1561,2284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33804,50000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33805,53000000,USA,2,343,6207,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33806,2500000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33807,40300000,Other,2,398,2974,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33808,341738,Other,3,417,1419,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33809,220006,Other,1,0,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33810,15000,Other,1,0,1192,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33811,28916889,USA,4,1111,5111,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33812,925000,Other,1,0,512,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33813,3833534,USA,5,634,2214,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33814,100000,USA,1,0,581,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33815,4800000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33816,35000000,Other,1,0,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33817,20377000,Other,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33818,42000000,USA,3,582,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33819,11000000,USA,2,615,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33820,28787685,USA,5,2103,4015,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33821,255900,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33822,4616271,USA,3,725,1406,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33823,1611364,USA,1,0,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33824,935000,USA,2,274,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33825,294481,USA,1,0,1841,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33826,18327092,USA,2,975,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33827,2386283,USA,1,0,2288,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33828,7000000,USA,1,0,1407,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33829,19000000,USA,2,1331,1885,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33830,17000000,USA,2,223,4015,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33831,10723891,USA,5,808,5476,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33832,400000,USA,1,0,2526,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33833,22000000,USA,2,688,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33834,350000,Other,1,0,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33835,3494340,USA,2,1136,3221,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33836,24300000,Other,4,3421,6572,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33837,780120,Other,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33838,928280,USA,1,0,6207,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33839,24000000,USA,2,792,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33840,148476,Other,2,826,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33841,1200000,Other,1,0,3285,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33842,1650000,USA,3,1026,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33843,22000000,USA,2,697,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33844,120000,USA,1,0,532,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33845,91500,Other,2,56,973,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33846,11000000,USA,3,1152,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33847,6000000,USA,1,0,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33848,2220000,USA,2,376,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33849,4000000,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33850,1000000,USA,1,0,1820,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33851,52668419,USA,5,2091,4381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33852,1500000,USA,1,0,3650,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33853,4750000,USA,2,192,1473,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33854,8000000,Other,1,0,1813,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33855,102910408,USA,5,2899,5111,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33856,15000000,Other,1,0,1824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33857,2100000,USA,4,506,1734,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33858,40000,USA,1,0,730,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33859,1330000,Other,2,1673,3469,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33860,10000000,USA,1,0,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33861,13000000,USA,1,0,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33862,26107993,USA,9,1366,5476,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33863,2043860,USA,2,1205,1708,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33864,16900000,USA,2,1443,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33865,3500000,USA,1,0,2258,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33866,2000000,Other,1,0,2799,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33867,4420000,USA,5,1030,2250,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33868,600000,USA,2,143,2040,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33869,7684473,Other,4,873,1946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33870,13000000,USA,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33871,10000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33872,7891862,USA,3,1550,2860,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33873,200000,USA,1,0,2008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33874,350000,Other,1,0,772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33875,363385,Other,1,0,1490,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33876,218722,Other,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33877,6000000,USA,1,0,2080,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33878,4000000,Other,1,0,2680,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33879,24000000,USA,1,0,1611,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33880,1607877,USA,8,2366,6572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33881,42840000,USA,4,1677,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33882,16000000,Other,1,0,559,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33883,3300000,USA,1,0,1824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33884,550000,Other,2,10,1581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33885,455000,USA,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33886,2820000,Other,1,0,2702,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33887,1250000,Other,2,242,1581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33888,1000000,Other,1,0,728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33889,6000000,Other,1,0,1905,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33890,1276000,USA,2,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33891,100000,USA,1,0,2646,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33892,350000,USA,1,0,1479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33893,20000,Other,1,0,1093,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33894,2500000,USA,1,0,4015,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33895,517219,Other,4,439,1062,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33896,375000,USA,1,0,1176,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33897,4000000,Other,1,0,3249,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33898,110655,Other,2,37,933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33899,3209407,Other,1,0,1778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33900,20000000,USA,1,0,3650,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33901,1542000,USA,3,434,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33902,40000,USA,1,0,1472,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33903,23831328,USA,4,1585,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33904,700000,USA,1,0,1459,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33905,161812,Other,1,0,1124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33906,4750000,USA,1,0,1602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33907,25000,Other,1,0,1916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33908,9000000,Other,2,740,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33909,300000,Other,1,0,869,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33910,25000000,USA,1,0,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33911,20000,USA,1,0,1062,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33912,2451300,USA,3,805,1976,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33913,10598145,USA,2,92,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33914,18250000,USA,2,1575,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33915,416139,Other,1,0,638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33916,70000000,Other,3,592,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33917,21000000,USA,1,0,561,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33918,19000000,USA,3,819,3285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33919,30000,Other,2,119,665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33920,6000000,USA,1,0,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33921,2000000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33922,3690000,Other,1,0,7303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33923,32034118,USA,3,1437,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33924,1000000,Other,1,0,401,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33925,3000000,Other,1,0,1723,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33926,16000000,USA,2,0,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33927,1498515340,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33928,3419051,USA,1,0,756,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33929,5000,USA,1,0,628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33930,37500000,Other,5,956,2342,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33931,26000000,Other,2,775,6572,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33932,10886360,Other,2,1680,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33933,15000000,USA,1,0,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33934,197455,Other,2,107,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33935,200000,Other,1,0,1393,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33936,40000,Other,1,0,888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33937,216090,Other,1,0,2281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33938,25000,USA,1,0,1824,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33939,70000,Other,1,0,1932,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33940,100000,USA,1,0,1824,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33941,32500000,USA,4,752,2099,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33942,1000000,USA,3,685,1999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33943,3000000,USA,3,412,1449,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33944,4900000,Other,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33945,23220856,USA,2,820,2189,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33946,1300000,USA,3,595,2461,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33947,20000,USA,1,0,577,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33948,500000,Other,1,0,1134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33949,1300000,USA,1,0,1062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33950,21508000,USA,2,631,1824,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33951,600000,Other,1,0,2920,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33952,1690000,Other,1,0,4015,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33953,6861000,USA,1,0,1459,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33954,104502514,USA,4,3187,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33955,10963708,USA,3,826,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33956,1363726,Other,1,0,1824,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33957,3861079,USA,6,1149,2099,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33958,5310118,USA,2,685,2554,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33959,2725000,USA,1,0,4015,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33960,40000,Other,1,0,2189,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33961,20000000,Other,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33962,2920000,USA,2,2345,3407,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33963,25000,USA,1,0,1302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33964,260000,USA,4,699,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33965,25000,Other,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33966,10000000,USA,5,2913,8125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33967,700000,USA,1,0,1819,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33968,40000000,USA,1,0,4015,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33969,2000000,USA,1,0,1946,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33970,2550000,USA,4,838,2495,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33971,1448741,Other,3,643,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33972,60000,Other,2,301,1062,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33973,10000000,Other,1,0,2554,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33974,19220000,Other,2,792,7303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33975,160825,Other,1,0,950,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33976,1470000,USA,3,295,1062,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33977,2920103,USA,5,1686,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33978,197550,Other,1,0,3469,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33979,25000000,USA,1,0,1870,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33980,8300000,USA,1,0,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33981,129390,Other,1,0,1459,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33982,69750000,USA,4,1068,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33983,1849327,Other,2,601,2966,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33984,1950000,USA,2,770,3165,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33985,250000,USA,1,0,3285,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33986,80000000,USA,1,0,1372,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33987,114260328,USA,6,3116,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33988,70950000,USA,3,1113,2920,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33989,7733333,USA,3,509,1615,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33990,40232804,USA,6,1881,2317,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33991,20000000,USA,1,0,7303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33992,70000000,USA,4,611,1870,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33993,4200000,USA,1,0,2276,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33994,24217263,USA,6,2302,6207,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33995,10000000,USA,1,0,3247,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33996,2448000,USA,3,879,1793,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33997,1020000,USA,3,934,1704,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33998,15640000,Other,3,2170,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33999,1514205,USA,2,503,1630,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34000,16542968,USA,4,1596,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34001,11594517,USA,5,1034,1824,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34002,37585194,USA,3,1352,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34003,97309564,USA,2,1596,2702,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34004,8745000,USA,1,0,5476,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34005,190000,USA,1,0,3650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34006,3951106,USA,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34007,6386422,USA,3,369,4381,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34008,350000,Other,1,0,4746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34009,2800000,USA,2,654,9129,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34010,7000000,Other,1,0,3453,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
